sov_line_id,project_id,project_name,line_number,description,scheduled_value,budgeted_labor,budgeted_material,total_budget,actual_labor_cost,actual_hours,actual_material_cost,total_actual_cost,total_billed,pct_complete,approved_co_value,pending_cos,realized_margin_pct,labor_variance_pct,material_variance_pct
PRJ-2020-218-SOV-12,PRJ-2020-218,Portland Middle School - HVAC Systems,12,Insulation,558600,343900,0,764600,157792.20000000016,1756.0,143199.45,300991.65000000014,544400,97.5,977500.0,0,46.12,-54.12,
PRJ-2021-284-SOV-15,PRJ-2021-284,Richmond Cloud Campus Phase 1 - Cooling,15,Closeout Documentation & Training,70300,39100,26100,65200,37872.319999999985,442.0,0.0,37872.319999999985,68800,97.9,90900.0,0,46.13,-3.14,-100.0
PRJ-2018-068-SOV-10,PRJ-2018-068,Tampa Unified School District - HVAC Modernization,10,Controls - DDC/BAS Installation,618000,470200,215400,685600,127409.40000000013,1424.0,205509.36999999997,332918.7700000001,603200,97.6,356900.0,0,46.13,-72.9,-4.59
PRJ-2019-144-SOV-02,PRJ-2019-144,Richmond Data Center - Precision Cooling Systems,2,Submittals & Engineering,263100,152200,105200,257400,141715.19000000012,1648.0,0.0,141715.19000000012,263100,100.0,1449800.0,0,46.14,-6.89,-100.0
PRJ-2019-131-SOV-11,PRJ-2019-131,Cincinnati Hospital - Mechanical Systems Renovation,11,Controls - Programming & Commissioning,1615200,830800,610400,1441200,215162.37000000046,2448.0,654526.72,869689.0900000004,1577200,97.6,5880200.0,0,46.16,-74.1,7.23
PRJ-2020-195-SOV-11,PRJ-2020-195,San Antonio Senior Living - HVAC Upgrade,11,Controls - Programming & Commissioning,751800,520800,203800,724600,194041.3600000003,2220.0,210658.62999999998,404699.9900000003,732600,97.4,3216600.0,0,46.17,-62.74,3.37
PRJ-2018-052-SOV-14,PRJ-2018-052,Richmond Mixed-Use Tower - Mechanical,14,Startup & Commissioning Support,79900,49000,32600,81600,43000.69999999997,496.0,0.0,43000.69999999997,78100,97.7,246700.0,0,46.18,-12.24,-100.0
PRJ-2023-387-SOV-10,PRJ-2023-387,Sacramento Office Park - Core & Shell MEP,10,Controls - DDC/BAS Installation,433400,261200,108400,369600,114684.2900000001,1334.0,118587.45999999999,233271.7500000001,422300,97.4,2402300.0,0,46.18,-56.09,9.4
PRJ-2021-308-SOV-10,PRJ-2021-308,Phoenix Middle School - HVAC Systems,10,Controls - DDC/BAS Installation,1038400,685700,346900,1032600,204945.58000000025,2358.0,353811.86,558757.4400000002,1014400,97.7,2676700.0,0,46.19,-70.11,1.99
PRJ-2020-192-SOV-03,PRJ-2020-192,Houston Corporate Campus - HVAC Systems,3,Ductwork - Fabrication,1822700,1340900,826100,2167000,183911.87000000014,2158.0,796910.3500000001,980822.2200000002,1820200,99.9,1043300.0,0,46.19,-86.28,-3.53
PRJ-2019-085-SOV-05,PRJ-2019-085,Louisville Residential Tower - HVAC Systems,5,Piping - Hydronic Systems,745900,510100,249100,759200,136665.45000000022,1606.0,264720.81,401386.26000000024,743000,99.6,662600.0,0,46.19,-73.21,6.27
PRJ-2020-229-SOV-05,PRJ-2020-229,Denver Colocation Facility - HVAC,5,Piping - Hydronic Systems,622600,410500,233500,644000,105074.11000000003,1206.0,229861.15,334935.26,619800,99.6,724800.0,0,46.2,-74.4,-1.56
PRJ-2020-217-SOV-03,PRJ-2020-217,Boston Corporate Campus - HVAC Systems,3,Ductwork - Fabrication,347200,206400,89800,296200,98867.37000000002,1110.0,87928.08,186795.45,346500,99.8,273300.0,0,46.2,-52.1,-2.08
PRJ-2019-157-SOV-02,PRJ-2019-157,Portland Office Park - Core & Shell MEP,2,Submittals & Engineering,252800,144600,82900,227500,135978.81000000023,1556.0,0.0,135978.81000000023,252800,100.0,1068700.0,0,46.21,-5.96,-100.0
PRJ-2021-314-SOV-03,PRJ-2021-314,Tampa Data Center - Precision Cooling Systems,3,Ductwork - Fabrication,675200,484300,245900,730200,121182.07000000014,1456.0,241727.19999999998,362909.27000000014,673400,99.7,889100.0,0,46.25,-74.98,-1.7
PRJ-2021-271-SOV-12,PRJ-2021-271,Atlanta Regional Medical Center - HVAC Upgrade,12,Insulation,1556600,910000,0,2041900,143995.3700000002,1682.0,692544.9,836540.2700000003,1519900,97.6,5602200.0,0,46.26,-84.18,
PRJ-2021-287-SOV-12,PRJ-2021-287,Minneapolis Corporate Campus - HVAC Systems,12,Insulation,501000,309800,0,670600,61523.47999999997,716.0,207623.14999999997,269146.62999999995,489000,97.6,85300.0,0,46.28,-80.14,
PRJ-2021-284-SOV-05,PRJ-2021-284,Richmond Cloud Campus Phase 1 - Cooling,5,Piping - Hydronic Systems,681100,370000,197400,567400,149171.71000000017,1692.0,216451.88999999998,365623.60000000015,680500,99.9,90900.0,0,46.32,-59.68,9.65
PRJ-2020-218-SOV-06,PRJ-2020-218,Portland Middle School - HVAC Systems,6,Piping - Refrigerant,518400,313600,123700,437300,146848.23000000027,1692.0,131380.45,278228.6800000003,517800,99.9,977500.0,0,46.33,-53.17,6.21
PRJ-2022-327-SOV-05,PRJ-2022-327,Salt Lake City Office Park - Core & Shell MEP,5,Piping - Hydronic Systems,2334600,1600900,859200,2460100,389802.4900000001,4562.0,862816.46,1252618.9500000002,2333400,99.9,2653200.0,0,46.35,-75.65,0.42
PRJ-2019-159-SOV-06,PRJ-2019-159,Albuquerque Data Center - Precision Cooling Systems,6,Piping - Refrigerant,697400,392000,251100,643100,104292.45000000008,1210.0,269840.6,374133.05000000005,696800,99.9,886500.0,0,46.35,-73.39,7.46
PRJ-2018-015-SOV-10,PRJ-2018-015,Minneapolis Mixed-Income Housing - Climate Control,10,Controls - DDC/BAS Installation,1502100,1107700,676100,1783800,146659.7600000002,1728.0,659057.15,805716.9100000003,1465200,97.5,4143500.0,0,46.36,-86.76,-2.52
PRJ-2020-229-SOV-02,PRJ-2020-229,Denver Colocation Facility - HVAC,2,Submittals & Engineering,166300,102500,44600,147100,89204.15000000002,1006.0,0.0,89204.15000000002,166300,100.0,724800.0,0,46.36,-12.97,-100.0
PRJ-2018-068-SOV-06,PRJ-2018-068,Tampa Unified School District - HVAC Modernization,6,Piping - Refrigerant,540800,364700,169000,533700,128888.9600000002,1434.0,161196.72,290085.68000000017,540200,99.9,356900.0,0,46.36,-64.66,-4.62
PRJ-2019-108-SOV-06,PRJ-2019-108,Richmond Elementary Campus - Climate Systems,6,Piping - Refrigerant,580400,395400,145800,541200,159043.9000000002,1828.0,152239.96000000002,311283.8600000002,579900,99.9,2288000.0,0,46.37,-59.78,4.42
PRJ-2018-040-SOV-03,PRJ-2018-040,Sacramento Mixed-Income Housing - Climate Control,3,Ductwork - Fabrication,2155600,1423300,823800,2247100,251812.17000000025,2932.0,903933.18,1155745.3500000003,2152700,99.9,1894500.0,0,46.38,-82.31,9.73
PRJ-2020-205-SOV-15,PRJ-2020-205,Atlanta Apartment Complex - MEP,15,Closeout Documentation & Training,102700,68300,44700,113000,55058.879999999954,656.0,0.0,55058.879999999954,100400,97.8,565000.0,0,46.39,-19.39,-100.0
PRJ-2021-258-SOV-03,PRJ-2021-258,Portland Unified School District - HVAC Modernization,3,Ductwork - Fabrication,647300,405100,202900,608000,128081.39000000017,1506.0,218748.59999999998,346829.99000000017,645200,99.7,325700.0,0,46.42,-68.38,7.81
PRJ-2021-289-SOV-10,PRJ-2021-289,Pittsburgh Data Center - Precision Cooling Systems,10,Controls - DDC/BAS Installation,1312900,713000,468400,1181400,187119.90000000029,2176.0,516193.61,703313.5100000002,1281000,97.6,4334500.0,0,46.43,-73.76,10.2
PRJ-2020-238-SOV-05,PRJ-2020-238,Nashville Middle School - HVAC Systems,5,Piping - Hydronic Systems,863200,545800,318800,864600,131071.43000000025,1548.0,331207.33,462278.76000000024,862700,99.9,645000.0,0,46.45,-75.99,3.89
PRJ-2019-133-SOV-04,PRJ-2019-133,Oklahoma City Elementary Campus - Climate Systems,4,Ductwork - Installation,855000,582100,365200,947300,108974.71000000011,1264.0,348881.8300000001,457856.54000000015,853200,99.8,511700.0,0,46.45,-81.28,-4.47
PRJ-2022-327-SOV-06,PRJ-2022-327,Salt Lake City Office Park - Core & Shell MEP,6,Piping - Refrigerant,1913700,1377700,824700,2202400,196456.7700000002,2244.0,828152.8800000001,1024609.6500000004,1910300,99.8,2653200.0,0,46.46,-85.74,0.42
PRJ-2021-263-SOV-04,PRJ-2021-263,Phoenix Elementary Campus - Climate Systems,4,Ductwork - Installation,1022700,575600,393500,969100,111157.34000000008,1294.0,436431.52,547588.8600000001,1018600,99.6,1200400.0,0,46.46,-80.69,10.91
PRJ-2019-155-SOV-10,PRJ-2019-155,Cincinnati Mixed-Income Housing - Climate Control,10,Controls - DDC/BAS Installation,554900,315800,188500,504300,114496.7700000001,1286.0,182526.37,297023.14000000013,540800,97.5,423800.0,0,46.47,-63.74,-3.17
PRJ-2020-192-SOV-05,PRJ-2020-192,Houston Corporate Campus - HVAC Systems,5,Piping - Hydronic Systems,1355000,1003800,564500,1568300,180401.58000000025,2108.0,544596.85,724998.4300000002,1351300,99.7,1043300.0,0,46.49,-82.03,-3.53
PRJ-2020-236-SOV-11,PRJ-2020-236,Denver Regional Medical Center - HVAC Upgrade,11,Controls - Programming & Commissioning,367600,226700,98800,325500,94067.72000000003,1036.0,102614.84999999999,196682.57,358000,97.4,1315400.0,0,46.5,-58.51,3.86
PRJ-2021-307-SOV-03,PRJ-2021-307,Columbus Mixed-Use Tower - Mechanical,3,Ductwork - Fabrication,2507000,1829500,1085900,2915400,240200.5700000004,2810.0,1101070.18,1341270.7500000005,2502300,99.8,3780800.0,0,46.5,-86.87,1.4
PRJ-2020-215-SOV-04,PRJ-2020-215,Phoenix Residential Tower - HVAC Systems,4,Ductwork - Installation,2848900,1728300,1220400,2948700,279705.01000000053,3304.0,1244155.56,1523860.5700000005,2846500,99.9,3185300.0,0,46.51,-83.82,1.95
PRJ-2018-012-SOV-10,PRJ-2018-012,Pittsburgh Business Center - MEP Systems,10,Controls - DDC/BAS Installation,622900,434800,237100,671900,86757.75000000003,1008.0,246336.21000000002,333093.9600000001,607300,97.5,555300.0,0,46.53,-80.05,3.9
PRJ-2022-323-SOV-03,PRJ-2022-323,Indianapolis Unified School District - HVAC Modernization,3,Ductwork - Fabrication,548100,371900,189200,561100,90686.61000000007,1020.0,202383.93,293070.54000000004,545000,99.4,801800.0,0,46.53,-75.62,6.97
PRJ-2019-145-SOV-10,PRJ-2019-145,Oklahoma City Mixed-Income Housing - Climate Control,10,Controls - DDC/BAS Installation,274400,187600,74500,262100,67154.35999999996,774.0,79559.76000000001,146714.11999999997,268100,97.7,126100.0,0,46.53,-64.2,6.79
PRJ-2022-360-SOV-15,PRJ-2022-360,Denver Senior Living - HVAC Upgrade,15,Closeout Documentation & Training,100100,63900,38900,102800,53518.059999999954,610.0,0.0,53518.059999999954,97900,97.8,932400.0,0,46.54,-16.25,-100.0
PRJ-2021-312-SOV-11,PRJ-2021-312,Las Vegas Mixed-Use Tower - Mechanical,11,Controls - Programming & Commissioning,499000,273300,133800,407100,127455.73000000016,1516.0,139317.91,266773.64000000013,486200,97.4,2175700.0,0,46.54,-53.36,4.12
PRJ-2022-330-SOV-06,PRJ-2022-330,Boston Mixed-Income Housing - Climate Control,6,Piping - Refrigerant,219300,152000,75100,227100,37556.449999999975,434.0,79665.43000000001,117221.87999999998,218600,99.7,26200.0,0,46.55,-75.29,6.08
PRJ-2022-354-SOV-12,PRJ-2022-354,Las Vegas Colocation Facility - HVAC,12,Insulation,575000,391300,0,824600,52909.669999999955,586.0,254430.58,307340.24999999994,559500,97.3,851000.0,0,46.55,-86.48,
PRJ-2018-025-SOV-10,PRJ-2018-025,Portland Senior Living - HVAC Upgrade,10,Controls - DDC/BAS Installation,1771100,1347900,746500,2094400,211238.80000000025,2438.0,735177.0800000001,946415.8800000004,1729000,97.6,2203300.0,0,46.56,-84.33,-1.52
PRJ-2019-108-SOV-05,PRJ-2019-108,Richmond Elementary Campus - Climate Systems,5,Piping - Hydronic Systems,1228900,852600,327400,1180000,314808.83000000025,3684.0,341827.2,656636.0300000003,1226700,99.8,2288000.0,0,46.57,-63.08,4.41
PRJ-2018-035-SOV-05,PRJ-2018-035,Indianapolis Apartment Complex - MEP,5,Piping - Hydronic Systems,1229700,684600,528400,1213000,133653.2900000002,1532.0,523198.45999999996,656851.7500000002,1227400,99.8,1522600.0,0,46.58,-80.48,-0.98
PRJ-2020-232-SOV-04,PRJ-2020-232,Minneapolis Corporate Campus - HVAC Systems,4,Ductwork - Installation,780700,522800,234600,757400,175641.19000000035,2068.0,241370.43,417011.62000000034,778600,99.7,621100.0,0,46.58,-66.4,2.89
PRJ-2018-015-SOV-06,PRJ-2018-015,Minneapolis Mixed-Income Housing - Climate Control,6,Piping - Refrigerant,1372900,826800,590000,1416800,158062.0600000002,1848.0,575128.88,733190.9400000002,1371900,99.9,4143500.0,0,46.6,-80.88,-2.52
PRJ-2021-245-SOV-10,PRJ-2021-245,Phoenix Residential Tower - HVAC Systems,10,Controls - DDC/BAS Installation,587100,425200,261700,686900,63676.669999999955,718.0,249843.26,313519.92999999993,571400,97.3,1344600.0,0,46.6,-85.02,-4.53
PRJ-2021-313-SOV-04,PRJ-2021-313,Louisville Middle School - HVAC Systems,4,Ductwork - Installation,641100,408600,248300,656900,88322.85000000002,1004.0,253876.84,342199.69,638200,99.5,332500.0,0,46.62,-78.38,2.25
PRJ-2019-137-SOV-11,PRJ-2019-137,Kansas City Office Park - Core & Shell MEP,11,Controls - Programming & Commissioning,943100,602400,330100,932500,188168.17000000033,2178.0,315223.8,503391.9700000003,921100,97.7,4167000.0,0,46.62,-68.76,-4.51
PRJ-2022-377-SOV-05,PRJ-2022-377,Louisville Corporate Campus - HVAC Systems,5,Piping - Hydronic Systems,873100,512200,371700,883900,103709.84000000001,1246.0,362188.63,465898.47000000003,869600,99.6,689900.0,0,46.64,-79.75,-2.56
PRJ-2022-377-SOV-06,PRJ-2022-377,Louisville Corporate Campus - HVAC Systems,6,Piping - Refrigerant,367800,229100,144600,373700,55348.63999999997,624.0,140876.72,196225.36,367400,99.9,689900.0,0,46.65,-75.84,-2.57
PRJ-2018-066-SOV-06,PRJ-2018-066,Portland Regional Medical Center - HVAC Upgrade,6,Piping - Refrigerant,957000,670600,419000,1089600,96757.83000000006,1110.0,413665.94,510423.7700000001,956500,99.9,3055900.0,0,46.66,-85.57,-1.27
PRJ-2022-379-SOV-01,PRJ-2022-379,Pittsburgh Data Center - Precision Cooling Systems,1,General Conditions & Project Management,816000,450400,231900,682300,434964.0900000003,5090.0,0.0,434964.0900000003,816000,100.0,1354700.0,0,46.7,-3.43,-100.0
PRJ-2019-124-SOV-04,PRJ-2019-124,Sacramento Colocation Facility - HVAC,4,Ductwork - Installation,799600,488400,345100,833500,96857.90000000011,1122.0,329360.27,426218.17000000016,796600,99.6,534200.0,0,46.7,-80.17,-4.56
PRJ-2018-076-SOV-03,PRJ-2018-076,Pittsburgh Surgery Center - Climate Control,3,Ductwork - Fabrication,1423100,925800,547100,1472900,195607.81000000017,2324.0,562920.86,758528.6700000002,1420600,99.8,1411100.0,0,46.7,-78.87,2.89
PRJ-2019-130-SOV-04,PRJ-2019-130,Columbus Senior Living - HVAC Upgrade,4,Ductwork - Installation,797500,456400,222800,679200,187932.27000000022,2142.0,236946.93,424879.2000000002,797000,99.9,1564200.0,0,46.72,-58.82,6.35
PRJ-2018-057-SOV-05,PRJ-2018-057,Sacramento Office Park - Core & Shell MEP,5,Piping - Hydronic Systems,1122500,770000,381900,1151900,195174.1000000002,2246.0,402680.79,597854.8900000001,1119300,99.7,1011400.0,0,46.74,-74.65,5.44
PRJ-2020-168-SOV-05,PRJ-2020-168,Cincinnati High School - New Construction,5,Piping - Hydronic Systems,588000,357900,263400,621300,56368.85999999998,646.0,256813.46,313182.31999999995,587500,99.9,339900.0,0,46.74,-84.25,-2.5
PRJ-2019-110-SOV-10,PRJ-2019-110,Las Vegas Senior Living - HVAC Upgrade,10,Controls - DDC/BAS Installation,327500,221200,93800,315000,72286.71999999997,794.0,102146.00000000001,174432.71999999997,319500,97.6,210200.0,0,46.74,-67.32,8.9
PRJ-2018-032-SOV-03,PRJ-2018-032,Sacramento Office Park - Core & Shell MEP,3,Ductwork - Fabrication,2022500,1191800,867000,2058800,222538.29000000012,2574.0,854328.39,1076866.6800000002,2019200,99.8,3949700.0,0,46.76,-81.33,-1.46
PRJ-2022-324-SOV-04,PRJ-2022-324,Houston Colocation Facility - HVAC,4,Ductwork - Installation,604500,398600,177400,576000,142467.11000000028,1672.0,179371.97,321839.0800000003,603200,99.8,735200.0,0,46.76,-64.26,1.11
PRJ-2019-137-SOV-06,PRJ-2019-137,Kansas City Office Park - Core & Shell MEP,6,Piping - Refrigerant,1324400,770900,587400,1358300,143830.6100000002,1648.0,560886.5700000001,704717.1800000003,1322400,99.8,4167000.0,0,46.79,-81.34,-4.51
PRJ-2021-317-SOV-12,PRJ-2021-317,Salt Lake City Corporate Campus - HVAC Systems,12,Insulation,191000,124000,0,283900,40626.879999999976,478.0,60963.020000000004,101589.89999999998,185500,97.1,-8600.0,0,46.81,-67.24,
PRJ-2018-012-SOV-04,PRJ-2018-012,Pittsburgh Business Center - MEP Systems,4,Ductwork - Installation,1010200,674800,386600,1061400,135690.62000000026,1632.0,401611.74,537302.3600000002,1006600,99.6,555300.0,0,46.81,-79.89,3.88
PRJ-2022-363-SOV-05,PRJ-2022-363,Salt Lake City Middle School - HVAC Systems,5,Piping - Hydronic Systems,647900,355200,242600,597800,96854.23000000011,1164.0,247655.93999999997,344510.1700000001,645600,99.6,303300.0,0,46.83,-72.73,2.08
PRJ-2022-333-SOV-02,PRJ-2022-333,Chicago High School - New Construction,2,Submittals & Engineering,292900,194400,108900,303300,155691.2100000002,1856.0,0.0,155691.2100000002,292900,100.0,895000.0,0,46.84,-19.91,-100.0
PRJ-2021-241-SOV-06,PRJ-2021-241,Portland Hospital - Mechanical Systems Renovation,6,Piping - Refrigerant,1074900,662300,443100,1105400,94281.70000000004,1124.0,477078.82,571360.52,1072500,99.8,807200.0,0,46.85,-85.76,7.67
PRJ-2018-006-SOV-10,PRJ-2018-006,Kansas City Hospital - Mechanical Systems Renovation,10,Controls - DDC/BAS Installation,725300,381400,265000,646400,105875.07000000007,1230.0,279641.31,385516.38000000006,706500,97.4,1227000.0,0,46.85,-72.24,5.53
PRJ-2019-138-SOV-10,PRJ-2019-138,Albuquerque Elementary Campus - Climate Systems,10,Controls - DDC/BAS Installation,992700,638200,345800,984000,190135.40000000037,2264.0,337515.4,527650.8000000004,969000,97.6,2613700.0,0,46.85,-70.21,-2.4
PRJ-2019-129-SOV-12,PRJ-2019-129,Boston Colocation Facility - HVAC,12,Insulation,839800,523500,0,1197900,102629.48000000005,1120.0,343711.05,446340.53,817600,97.4,871700.0,0,46.85,-80.4,
PRJ-2022-376-SOV-03,PRJ-2022-376,Columbus Regional Medical Center - HVAC Upgrade,3,Ductwork - Fabrication,3233200,2202600,1277900,3480500,360782.24000000034,4234.0,1357358.1099999999,1718140.35,3230600,99.9,4062800.0,0,46.86,-83.62,6.22
PRJ-2020-170-SOV-04,PRJ-2020-170,Minneapolis Residential Tower - HVAC Systems,4,Ductwork - Installation,560900,380200,232100,612300,62214.76999999995,716.0,235825.53999999998,298040.30999999994,559500,99.8,119100.0,0,46.86,-83.64,1.61
PRJ-2019-083-SOV-03,PRJ-2019-083,Cincinnati Elementary Campus - Climate Systems,3,Ductwork - Fabrication,773000,565600,238000,803600,181411.5100000002,2098.0,229035.18000000002,410446.69000000024,771800,99.8,700600.0,0,46.9,-67.93,-3.77
PRJ-2018-005-SOV-12,PRJ-2018-005,Phoenix Senior Living - HVAC Upgrade,12,Insulation,361100,199300,0,469000,60359.169999999955,656.0,131368.37,191727.53999999995,351500,97.3,831000.0,0,46.9,-69.71,
PRJ-2024-003-SOV-12,PRJ-2024-003,Greenfield Elementary School - New Construction,12,Insulation,316900,143600,0,308300,79932.11000000004,954.0,88255.45000000001,168187.56000000006,309400,97.6,321300.0,0,46.93,-44.34,
PRJ-2019-109-SOV-12,PRJ-2019-109,Portland Colocation Facility - HVAC,12,Insulation,672100,452300,0,999100,94357.83000000006,1084.0,262355.42000000004,356713.2500000001,656100,97.6,932900.0,0,46.93,-79.14,
PRJ-2022-326-SOV-10,PRJ-2022-326,Kansas City Hospital - Mechanical Systems Renovation,10,Controls - DDC/BAS Installation,423900,305900,115600,421500,106701.50000000009,1250.0,118207.18000000001,224908.6800000001,413600,97.6,275200.0,0,46.94,-65.12,2.26
PRJ-2018-012-SOV-12,PRJ-2018-012,Pittsburgh Business Center - MEP Systems,12,Insulation,372900,208000,0,495200,87147.00000000004,1006.0,110668.76000000001,197815.76000000007,364000,97.6,555300.0,0,46.95,-58.1,
PRJ-2024-001-SOV-11,PRJ-2024-001,Mercy General Hospital - HVAC Modernization,11,Controls - Programming & Commissioning,1604700,1162800,655400,1818200,175524.42000000027,1970.0,675680.68,851205.1000000003,1564100,97.5,4192500.0,0,46.96,-84.91,3.09
PRJ-2021-241-SOV-04,PRJ-2021-241,Portland Hospital - Mechanical Systems Renovation,4,Ductwork - Installation,2241900,1397700,923900,2321600,194314.9700000002,2226.0,994632.1699999999,1188947.1400000001,2237700,99.8,807200.0,0,46.97,-86.1,7.66
PRJ-2019-100-SOV-01,PRJ-2019-100,Richmond Mixed-Income Housing - Climate Control,1,General Conditions & Project Management,455400,278400,166300,444700,241482.0500000007,2806.0,0.0,241482.0500000007,455400,100.0,220900.0,0,46.97,-13.26,-100.0
PRJ-2018-042-SOV-03,PRJ-2018-042,Columbus Office Park - Core & Shell MEP,3,Ductwork - Fabrication,1390200,835400,602400,1437800,125980.55000000019,1470.0,611052.7,737033.2500000001,1387700,99.8,1268600.0,0,46.98,-84.92,1.44
PRJ-2019-097-SOV-06,PRJ-2019-097,Cincinnati Mixed-Use Tower - Mechanical,6,Piping - Refrigerant,452500,264000,176000,440000,64215.41999999995,750.0,175713.16,239928.57999999996,451900,99.9,931800.0,0,46.98,-75.68,-0.16
PRJ-2020-188-SOV-04,PRJ-2020-188,Kansas City Unified School District - HVAC Modernization,4,Ductwork - Installation,991500,600400,292000,892400,237055.29000000044,2778.0,288422.56,525477.8500000004,989800,99.8,2066200.0,0,47.0,-60.52,-1.23
PRJ-2020-230-SOV-04,PRJ-2020-230,Atlanta Residential Tower - HVAC Systems,4,Ductwork - Installation,685000,502500,259200,761700,104109.63000000009,1188.0,258854.99,362964.6200000001,682000,99.6,244300.0,0,47.01,-79.28,-0.13
PRJ-2018-058-SOV-12,PRJ-2018-058,Boston Middle School - HVAC Systems,12,Insulation,293000,182300,0,416400,29577.81999999999,392.0,125693.2,155271.02,285600,97.5,-93900.0,0,47.01,-83.78,
PRJ-2022-334-SOV-01,PRJ-2022-334,Raleigh Edge Data Center - Thermal Management,1,General Conditions & Project Management,1126500,641000,426100,1067100,596580.15,6914.0,0.0,596580.15,1126500,100.0,2617900.0,0,47.04,-6.93,-100.0
PRJ-2021-285-SOV-03,PRJ-2021-285,Atlanta Mixed-Income Housing - Climate Control,3,Ductwork - Fabrication,565200,400500,141300,541800,150727.41000000027,1756.0,148211.0,298938.41000000027,563500,99.7,678300.0,0,47.11,-62.37,4.89
PRJ-2022-323-SOV-10,PRJ-2022-323,Indianapolis Unified School District - HVAC Modernization,10,Controls - DDC/BAS Installation,398900,247900,157200,405100,42793.89999999997,524.0,168184.43,210978.32999999996,388900,97.5,801800.0,0,47.11,-82.74,6.99
PRJ-2022-353-SOV-05,PRJ-2022-353,Atlanta Elementary Campus - Climate Systems,5,Piping - Hydronic Systems,666500,500700,213500,714200,144579.83000000013,1702.0,207770.84,352350.67000000016,664600,99.7,633400.0,0,47.13,-71.12,-2.68
PRJ-2021-282-SOV-05,PRJ-2021-282,Louisville Corporate Campus - HVAC Systems,5,Piping - Hydronic Systems,2230500,1164300,815900,1980200,315765.61000000045,3704.0,863350.74,1179116.3500000006,2229000,99.9,2618800.0,0,47.14,-72.88,5.82
PRJ-2019-130-SOV-06,PRJ-2019-130,Columbus Senior Living - HVAC Upgrade,6,Piping - Refrigerant,441400,274700,120500,395200,105059.78000000012,1254.0,128206.96,233266.7400000001,439500,99.6,1564200.0,0,47.15,-61.75,6.4
PRJ-2018-025-SOV-06,PRJ-2018-025,Portland Senior Living - HVAC Upgrade,6,Piping - Refrigerant,852500,557600,247400,805000,206856.4900000002,2396.0,243632.86,450489.3500000002,851300,99.9,2203300.0,0,47.16,-62.9,-1.52
PRJ-2020-177-SOV-05,PRJ-2020-177,Atlanta Corporate Campus - HVAC Systems,5,Piping - Hydronic Systems,950000,638200,380700,1018900,99130.26000000008,1190.0,402704.8,501835.06000000006,945500,99.5,1460400.0,0,47.18,-84.47,5.78
PRJ-2020-200-SOV-06,PRJ-2020-200,Boston Senior Living - HVAC Upgrade,6,Piping - Refrigerant,270400,184000,87600,271600,58615.169999999955,628.0,84223.26,142838.42999999993,269200,99.6,690500.0,0,47.18,-68.14,-3.85
PRJ-2021-274-SOV-04,PRJ-2021-274,Kansas City Colocation Facility - HVAC,4,Ductwork - Installation,1655900,1018300,681900,1700200,188774.4500000002,2154.0,685756.65,874531.1000000002,1652200,99.8,2099100.0,0,47.19,-81.46,0.57
PRJ-2018-032-SOV-05,PRJ-2018-032,Sacramento Office Park - Core & Shell MEP,5,Piping - Hydronic Systems,1922400,1156100,814500,1970600,212405.18000000023,2472.0,802570.6,1014975.7800000003,1915900,99.7,3949700.0,0,47.2,-81.63,-1.46
PRJ-2019-155-SOV-02,PRJ-2019-155,Cincinnati Mixed-Income Housing - Climate Control,2,Submittals & Engineering,306700,234500,141000,375500,161891.25000000012,1804.0,0.0,161891.25000000012,306700,100.0,423800.0,0,47.22,-30.96,-100.0
PRJ-2021-314-SOV-06,PRJ-2021-314,Tampa Data Center - Precision Cooling Systems,6,Piping - Refrigerant,401100,287700,139200,426900,74718.97999999998,874.0,136845.41,211564.38999999998,399700,99.7,889100.0,0,47.25,-74.03,-1.69
PRJ-2022-346-SOV-06,PRJ-2022-346,Columbus Hospital - Mechanical Systems Renovation,6,Piping - Refrigerant,1316700,875000,445600,1320600,230949.11000000036,2672.0,463336.04999999993,694285.1600000003,1314200,99.8,3606100.0,0,47.27,-73.61,3.98
PRJ-2020-232-SOV-06,PRJ-2020-232,Minneapolis Corporate Campus - HVAC Systems,6,Piping - Refrigerant,382400,231600,102400,334000,96268.8800000001,1088.0,105331.15000000001,201600.03000000012,381800,99.8,621100.0,0,47.28,-58.43,2.86
PRJ-2019-091-SOV-11,PRJ-2019-091,Portland Surgery Center - Climate Control,11,Controls - Programming & Commissioning,1496000,882700,618900,1501600,129127.84000000014,1488.0,659464.11,788591.9500000002,1460700,97.6,3367900.0,0,47.29,-85.37,6.55
PRJ-2024-005-SOV-10,PRJ-2024-005,Harbor View Condominiums - 3 Buildings,10,Controls - DDC/BAS Installation,1048100,663600,449300,1112900,103002.98000000007,1214.0,449384.93000000005,552387.9100000001,1022300,97.5,1570700.0,0,47.3,-84.48,0.02
PRJ-2020-239-SOV-11,PRJ-2020-239,Nashville Edge Data Center - Thermal Management,11,Controls - Programming & Commissioning,1083300,591700,406400,998100,147803.82999999996,1790.0,423097.15,570900.98,1055500,97.4,4660800.0,0,47.3,-75.02,4.11
PRJ-2018-071-SOV-12,PRJ-2018-071,Atlanta Regional Medical Center - HVAC Upgrade,12,Insulation,1250600,741600,0,1762300,117486.64000000012,1358.0,541246.1499999999,658732.79,1220100,97.6,5484600.0,0,47.33,-84.16,
